1_pos 2_pos 3_pos 1_qu 2_qu 3_qu 4_qu phase homogenization
848627 0 0 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848628 1 0 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848629 2 0 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848630 3 0 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
976825 4 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976584 5 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976557 6 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976708 7 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976709 8 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976547 9 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977076 10 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977077 11 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977159 12 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977200 13 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976549 14 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976564 15 0 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
347062 16 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347031 17 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347796 18 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347918 19 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
348040 20 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
348041 21 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347191 22 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347192 23 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347435 24 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347032 25 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347038 26 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347030 27 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347152 28 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347113 29 0 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
740289 30 0 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740242 31 0 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740230 32 0 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740229 33 0 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740225 34 0 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
193176 35 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193096 36 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193089 37 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193391 38 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193392 39 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193268 40 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193147 41 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193314 42 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193028 43 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193355 44 0 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
574738 45 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574739 46 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574740 47 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574741 48 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574742 49 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
575836 50 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
575837 51 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573918 52 0 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
746808 53 0 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746846 54 0 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746770 55 0 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746633 56 0 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746496 57 0 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746510 58 0 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746524 59 0 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
11063 60 0 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11314 61 0 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11242 62 0 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11362 63 0 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11309 64 0 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11371 65 0 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11176 66 0 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
216216 67 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
216221 68 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
216343 69 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
216218 70 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
216102 71 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215127 72 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215128 73 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214765 74 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214402 75 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214171 76 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
214196 77 0 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
729402 78 0 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729484 79 0 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729335 80 0 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729356 81 0 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729365 82 0 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
729336 83 0 0 -0.692213682089943 -0.222787572977454 0.669884866511174 -0.149867212136628 Columnar SX
962026 84 0 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
961941 85 0 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
961940 86 0 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
961944 87 0 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
961937 88 0 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
961950 89 0 0 0.302553845812889 0.650555871244215 -0.320883560120972 0.618281464721046 Columnar SX
590510 90 0 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
590508 91 0 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
590440 92 0 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
590426 93 0 0 0.345899213970441 0.598510723077887 -0.317557410107136 0.649073138730501 Columnar SX
766400 94 0 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766155 95 0 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766034 96 0 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766280 97 0 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766040 98 0 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
766199 99 0 0 -0.801189203459495 -0.13179239114415 0.574629871436952 0.102601835991371 Columnar SX
848727 0 1 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848728 1 1 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848729 2 1 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
848730 3 1 0 0.0568583850421721 0.812906935141441 -0.57736791656163 0.0509482852962539 Columnar SX
977046 4 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976805 5 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976644 6 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976929 7 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976687 8 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976688 9 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977055 10 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977177 11 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977057 12 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
977179 13 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976693 14 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
976573 15 1 0 -0.300349008162569 0.649864545523049 0.283510388449692 0.638034799528197 Columnar SX
347286 16 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347110 17 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347896 18 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347978 19 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
348060 20 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347898 21 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347534 22 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347656 23 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347657 24 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347089 25 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347293 26 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347294 27 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347172 28 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
347118 29 1 0 -0.0167301944958744 0.312502673886343 -0.908537803627217 0.276805416829674 Columnar SX
740238 30 1 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740254 31 1 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740248 32 1 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740247 33 1 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
740237 34 1 0 0.581311289029566 0.399552780428468 -0.587631782630713 0.396388255301435 Columnar SX
193359 35 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193211 36 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193171 37 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193132 38 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193122 39 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193034 40 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193008 41 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193562 42 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193143 43 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
193375 44 1 0 0.32458764518246 -0.682739775273604 -0.621910261997267 0.204296074061017 Columnar SX
573892 45 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573880 46 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573881 47 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574841 48 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574842 49 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574114 50 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
574844 51 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
573991 52 1 0 0.279548313769081 0.714117138750454 -0.384977646202433 0.513499429733044 Columnar SX
746785 53 1 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746594 54 1 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746760 55 1 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746562 56 1 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746602 57 1 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746722 58 1 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
746718 59 1 0 -0.632560674463878 0.251585949940044 -0.198680265958515 0.705051526367557 Columnar SX
11406 60 1 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11369 61 1 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11381 62 1 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11410 63 1 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11393 64 1 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11355 65 1 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
11156 66 1 0 -0.704639107242895 -0.0418515845289867 0.706011283256344 -0.0572733911260723 Columnar SX
216440 67 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215954 68 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215225 69 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215592 70 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215960 71 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215837 72 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215594 73 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215475 74 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
215233 75 1 0 -0.437644047343427 -0.723795937250014 0.504816914416435 0.172473221006359 Columnar SX
